teid,chain_id,n_tickets_in_chain,chain_start,chain_end,branch_ids,equipment_names,group_labels,sample_notes
775882,1,1,2025-09-04 00:00:00,2025-11-30 23:45:00,,T1,QSUE79,"SUP: Equipment testing/energization complete.
REV: Thu Sep 04 00:00:40 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New Equipment Energization"
775882,2,1,2025-12-05 00:00:00,2026-03-03 12:04:00,,T1,Desna,"SUP: Site energized
SUP: Extend Outage
REQ: New equipment energization"
776413,1,1,2025-09-04 00:00:00,2025-11-30 23:05:00,,T1,CAST,"SUP: Equipment testing/energization complete.
REV: Thu Sep 04 00:00:38 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New Equipment Energization"
776413,2,1,2025-12-05 00:00:00,2026-01-27 14:15:00,,T1,Castor,"SUP: Site has been energized
REQ: New equipment energization"
776463,1,2,2025-09-04 00:00:00,2026-03-27 23:59:00,,T1,AMAD_TX,"REV: Thu Sep 04 00:00:42 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
SUP: Updating my phone number to Gridmatic's 24/7 line for any questions or requests.
SUP: New equipment energization outage with planned start and midnight of in service and planned end as the estimated energization date."
776463,2,1,2026-04-03 00:00:00,2026-06-30 23:59:00,,T1,AMAD_TX,"REV: Fri Apr 03 00:00:47 CDT 2026: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: continued delays in constructing and commissioning the project"
837951,1,1,2025-09-04 00:00:00,2025-09-04 00:01:00,,ANSON1_TLINE1,,"SUP: .
REV: Thu Sep 04 00:00:47 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New Equipment Energization"
837951,2,1,2025-10-06 07:00:00,2025-10-20 18:29:00,,ANSON1_TLINE1,ANS1,"SUP: .
REV: Mon Oct 06 07:00:39 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Connecting Anson 2 site to POI structure"
838993,1,1,2025-11-05 00:00:00,2025-12-16 14:24:00,,PITTSDK2_LINE1,,"REV: Wed Nov 05 00:01:11 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
SUP: New Equipment"
838993,2,1,2026-01-28 18:00:00,2026-02-03 14:08:00,,PITTSDK2_LINE1,PITS2,"SUP: Equipment Energized outage ended
SUP: New Equipment Energization"
839127,1,1,2025-11-05 00:00:00,2025-12-16 14:24:00,,T1,,"REV: Wed Nov 05 00:01:11 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
SUP: New Equipment"
839127,2,1,2026-01-28 18:00:00,2026-02-03 14:08:00,,T1,PITS2,"SUP: Equipment Energized outage ended
SUP: New Equipment Energization"
842700,1,3,2025-11-05 00:00:00,2025-12-12 14:00:00,,SU3H,"TIMPP5-8, TIMPPWS","SUP: Failed to extend before end date.  Closing this outage and starting new one
REV: Wed Nov 05 00:01:08 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New equipment energization."
842700,2,1,2025-12-17 07:00:00,2025-12-17 09:45:00,,SU3H,TP521115,"REQ: Outage to trouble shoot breaker 52-1115. Corresponding switch SW1115A is already showing to be in outage. Corresponding Transformers SU3H,X and Y are included in this group ""TP521115"". Breakers 52-1112 and 52-1315 are already in outage  as well as all downstream equipment, as seen in group TIMMPWS.
SUP: Outage to trouble shoot breaker 52-1115. Corresponding switch SW1115A is already showing to be in outage. Corresponding Transformers SU3H,X and Y are included in this group ""TP521115"". Breakers 52-1112 and 52-1315 are already in outage  as well as all downstream equipment, as seen in group TIMMPWS."
851622,1,1,2025-12-10 00:00:00,2026-01-20 15:04:00,,T1,FERD,"REV: Wed Dec 10 00:00:48 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
SUP: New Equipment Energization
REQ: New Equipment Energization"
851622,2,1,2026-04-20 07:00:00,2026-04-23 17:54:00,,T1,Ferd_ESS,"SUP: END
REQ: New Equipment Energization"
858466,1,4,2026-02-04 00:00:00,2026-05-29 16:00:00,,HNY_COMB_TLINE1,,"REV: Wed Feb 04 00:00:41 CST 2026: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New equipment energization"
858466,2,3,2026-06-03 16:10:00,2026-08-31 23:59:00,,HNY_COMB_TLINE1,"HNYT, HNY_COMB","SUP: Another outage will be submitted
REQ: New Resource energization"
858600,1,4,2026-02-04 00:00:00,2026-05-14 23:59:00,,T1,"HNYCMB, HNYCOMB, HNY_COMB","REV: Wed Feb 04 00:00:41 CST 2026: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New equipment energization"
858600,2,3,2026-06-03 16:10:00,2026-08-31 23:59:00,,T1,"HNYT, HNY_COMB","SUP: Another outage will be submitted
REQ: New Resource energization"
863575,1,1,2026-04-01 00:00:00,2026-05-04 09:00:00,,POMPAT_SERDEV1,,"SUP: made new outage due to expired.
REV: Wed Apr 01 00:01:03 CDT 2026: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New equipment entering the model for Pompano Tap to LNG plant. Not in service. SERDEV associated with CB T018K5."
863575,2,1,2026-05-07 16:00:00,2026-05-11 15:49:00,,POMPAT_SERDEV1,,"SUP: RESTORED
REQ: New equipment entering the model for Pompano Tap to LNG plant. Not in service. SERDEV associated with CB T018K5."
873324,1,3,2026-04-01 00:00:00,2026-05-08 23:59:00,,T3,CMPD,"SUP: extended
REV: Wed Apr 01 00:01:22 CDT 2026: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New equipment added as per e-mail
REQ: New Equipment Energization"
873324,2,1,2026-05-14 00:00:00,2026-05-28 23:59:00,,T3,CMPD,"REV: Thu May 14 00:00:52 CDT 2026: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New Equipment Energization"
873394,1,1,2026-06-03 00:00:00,2026-06-03 00:01:00,,HV_GEN_TIE1,,REV: Wed Jun 03 00:00:31 CDT 2026: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
873394,2,1,2026-07-01 00:00:00,2026-07-31 18:00:00,,HV_GEN_TIE1,,REV: Wed Jul 01 00:00:50 CDT 2026: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
875097,1,1,2026-05-01 00:00:00,2026-05-15 18:00:00,,BULLO_AQUIL3A,,"SUP: continued on new outage
REQ: continued on new outage
REV: Fri May 01 00:01:49 CDT 2026: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New equipment energization for new Aquilla Lake 3 Wind generation interconnection. Expected Synch Date of 05/15."
875097,2,1,2026-06-10 17:47:00,2026-07-02 18:28:00,,BULLO_AQUIL3A,,"SUP: Sam Switch - Aquilla Lake #3 put in service at 1828
REQ: Continued from LST00021949. New equipment energization for new Aquilla Lake 3 Wind generation interconnection. Expected Synch Date ???"
